"AptName","Target","TargetFullName","EntrezGeneSymbol","UniProt"
"seq.25967.34","TIMP-1","Metalloproteinase inhibitor 1","TIMP1","P01033"
"seq.2597.8","VEGF","Vascular endothelial growth factor A","VEGFA","P15692"
"seq.2598.9","4-1BB","Tumor necrosis factor receptor superfamily member 9","TNFRSF9","Q07011"
"seq.2599.51","4-1BB ligand","Tumor necrosis factor ligand superfamily member 9","TNFSF9","P41273"
"seq.2602.2","Angiopoietin-2","Angiopoietin-2","ANGPT2","O15123"
"seq.2603.61","B7","T-lymphocyte activation antigen CD80","CD80","P33681"
"seq.2605.49","CD30","Tumor necrosis factor receptor superfamily member 8","TNFRSF8","P28908"
"seq.2607.54","CLF-1/CLC Complex","Cytokine receptor-like factor 1:Cardiotrophin-like cytokine factor 1 Complex","CRLF1|CLCF1","O75462|Q9UBD9"
"seq.2609.59","Cystatin C","Cystatin-C","CST3","P01034"
"seq.2611.72","Dtk","Tyrosine-protein kinase receptor TYRO3","TYRO3","Q06418"
"seq.2612.5","eIF-5","Eukaryotic translation initiation factor 5","EIF5","P55010"
"seq.2614.28","Ephrin-A4","Ephrin-A4","EFNA4","P52798"
"seq.2615.60","Ephrin-A5","Ephrin-A5","EFNA5","P52803"
"seq.2616.23","ERBB2","Receptor tyrosine-protein kinase erbB-2","ERBB2","P04626"
"seq.2617.56","ERBB3","Receptor tyrosine-protein kinase erbB-3","ERBB3","P21860"
"seq.2618.10","ERBB4","Receptor tyrosine-protein kinase erbB-4","ERBB4","Q15303"
"seq.2619.72","GA733-1 protein","Tumor-associated calcium signal transducer 2","TACSTD2","P09758"
"seq.2620.4","gp130; soluble","Interleukin-6 receptor subunit beta","IL6ST","P40189"
"seq.2622.18","HO-2","Heme oxygenase 2","HMOX2","P30519"
"seq.2625.53","HSP 90a","Hsp90alpha","HSP90AA1","P07900"
"seq.2630.12","IL-1 R AcP","Interleukin-1 Receptor accessory protein","IL1RAP","Q9NPH3"
"seq.2632.5","IL-12 Rb1","Interleukin-12 receptor subunit beta-1","IL12RB1","P42701"
"seq.2633.52","IL-13 Ra1","Interleukin-13 receptor subunit alpha-1","IL13RA1","P78552"
"seq.2634.2","IL-2 sRg","Cytokine receptor common subunit gamma","IL2RG","P31785"
"seq.2635.61","Layilin","Layilin","LAYN","Q6UX15"
"seq.2637.77","Macrophage mannose receptor","Macrophage mannose receptor 1","MRC1","P22897"
"seq.2638.12","M-CSF R","Macrophage colony-stimulating factor 1 receptor","CSF1R","P07333"
"seq.2640.3","MSP R","Macrophage-stimulating protein receptor","MST1R","Q04912"
"seq.2642.4","PAFAH beta subunit","Platelet-activating factor acetylhydrolase IB subunit beta","PAFAH1B2","P68402"
"seq.2643.57","P-Cadherin","Cadherin-3","CDH3","P22223"
"seq.2644.11","PKC-A","Protein kinase C alpha type","PRKCA","P17252"
"seq.2645.54","PKC-Z","Protein kinase C zeta type","PRKCZ","Q05513"
"seq.2647.66","Rab GDP dissociation inhibitor beta","Rab GDP dissociation inhibitor beta","GDI2","P50395"
"seq.2649.77","sICAM-3","Intercellular adhesion molecule 3","ICAM3","P32942"
"seq.2652.15","suPAR","Urokinase plasminogen activator surface receptor","PLAUR","Q03405"
"seq.2654.19","TNF sR-I","Tumor necrosis factor receptor superfamily member 1A","TNFRSF1A","P19438"
"seq.2658.27","TrkC","NT-3 growth factor receptor","NTRK3","Q16288"
"seq.2665.26","BCMA","Tumor necrosis factor receptor superfamily member 17","TNFRSF17","Q02223"
"seq.2666.53","Bone proteoglycan II","Decorin","DCN","P07585"
"seq.2668.70","Calpain I","Calpain I","CAPN1|CAPNS1","P07384|P04632"
"seq.2670.67","CK-MM","Creatine kinase M-type","CKM","P06732"
"seq.2677.1","ERBB1","Epidermal growth factor receptor","EGFR","P00533"
"seq.2681.23","HGF","Hepatocyte growth factor","HGF","P14210"
"seq.2682.68","HSP 60","60 kDa heat shock protein; mitochondrial","HSPD1","P10809"
"seq.2683.1","iC3b","Complement C3b; inactivated","C3","P01024"
"seq.2685.21","IGFBP-5","Insulin-like growth factor-binding protein 5","IGFBP5","P24593"
"seq.2686.67","IGFBP-6","Insulin-like growth factor-binding protein 6","IGFBP6","P24592"
"seq.2687.2","MIA","Melanoma-derived growth regulatory protein","MIA","Q16674"
"seq.2692.74","NPS-PLA2","Phospholipase A2; membrane associated","PLA2G2A","P14555"
"seq.2695.25","PECAM-1","Platelet endothelial cell adhesion molecule","PECAM1","P16284"
"seq.2696.87","Persephin","Persephin","PSPN","O60542"
"seq.2697.7","PF-4","Platelet factor 4","PF4","P02776"
"seq.2700.56","Protein S","Vitamin K-dependent protein S","PROS1","P07225"
"seq.2704.74","TACI","Tumor necrosis factor receptor superfamily member 13B","TNFRSF13B","O14836"
"seq.2705.5","TECK","C-C motif chemokine 25","CCL25","O15444"
"seq.2706.69","Thyroxine-Binding Globulin","Thyroxine-binding globulin","SERPINA7","P05543"
"seq.2708.54","TNFSF18","Tumor necrosis factor ligand superfamily member 18","TNFSF18","Q9UNG2"
"seq.2711.6","CNTFR alpha","Ciliary neurotrophic factor receptor subunit alpha","CNTFR","P26992"
"seq.2714.78","EMAP-2","Endothelial monocyte-activating polypeptide 2","AIMP1","Q12904"
"seq.2715.25","EPO-R","Erythropoietin receptor","EPOR","P19235"
"seq.2719.3","G-CSF-R","Granulocyte colony-stimulating factor receptor","CSF3R","Q99062"
"seq.2723.9","IL-1F7","Interleukin-37","IL37","Q9NZH6"
"seq.2728.62","Tenascin","Tenascin","TNC","P24821"
"seq.2730.58","MICA","MHC class I polypeptide-related sequence A","MICA","Q29983"
"seq.2732.58","NANOG","Homeobox protein NANOG","NANOG","Q9H9S0"
"seq.2734.49","NKp44","Natural cytotoxicity triggering receptor 2","NCR2","O95944"
"seq.2737.22","NovH","Protein NOV homolog","CCN3","P48745"
"seq.2741.22","Siglec-6","Sialic acid-binding Ig-like lectin 6","SIGLEC6","O43699"
"seq.2742.68","Siglec-7","Sialic acid-binding Ig-like lectin 7","SIGLEC7","Q9Y286"
"seq.2743.5","Sonic Hedgehog","Sonic hedgehog protein","SHH","Q15465"
"seq.2744.57","IgG","Immunoglobulin G","IGL|IGHG1|IGHG3|IGK|IGHG4|IGHG2","P01857"
"seq.2746.56","TSLP R","Cytokine receptor-like factor 2","CRLF2","Q9HC73"
"seq.2747.3","ULBP-3","NKG2D ligand 3","ULBP3","Q9BZM4"
"seq.2748.3","Activin A","Activin A","INHBA","P08476"
"seq.2750.3","Apo A-I","Apolipoprotein A-I","APOA1","P02647"
"seq.2751.16","Azurocidin","Azurocidin","AZU1","P20160"
"seq.2753.2","C1q","Complement C1q subcomponent","C1QA|C1QB|C1QC","P02745|P02746|P02747"
"seq.2754.50","C3","Complement C3","C3","P01024"
"seq.2755.8","C3adesArg","C3a anaphylatoxin des Arginine","C3","P01024"
"seq.2760.2","DRR1","Protein FAM107A","FAM107A","O95990"
"seq.2761.49","FGF-18","Fibroblast growth factor 18","FGF18","O76093"
"seq.2762.30","FGF-19","Fibroblast growth factor 19","FGF19","O95750"
"seq.2763.66","FGF-20","Fibroblast growth factor 20","FGF20","Q9NP95"
"seq.2765.4","GDF-11/8","Growth/differentiation factor 11/8","GDF11|MSTN","O95390|O14793"
"seq.2768.56","Hemopexin","Hemopexin","HPX","P02790"
"seq.2771.35","IGFBP-1","Insulin-like growth factor-binding protein 1","IGFBP1","P08833"
